,x
state35188,Wisconsin
state35189,Wisconsin
state35190,Wisconsin
state35191,Wisconsin
state35192,Wisconsin
state35193,Wisconsin
state35194,Wisconsin
state35195,Wisconsin
state35196,Wisconsin
state35197,Wisconsin
state35198,Wisconsin
state35199,Wisconsin
state35200,Wisconsin
state35201,Wisconsin
state35202,Wisconsin
state35203,Wisconsin
state35204,Wisconsin
state35205,Wisconsin
state35206,Wisconsin
state35207,Wisconsin
state35208,Wisconsin
state35209,Wisconsin
state35210,Wisconsin
state35211,Wisconsin
state35212,Wisconsin
state35213,Wisconsin
state35214,Wisconsin
state35215,Wisconsin
state35216,Wisconsin
state35217,Wisconsin
state35218,Wisconsin
state35219,Wisconsin
state35220,Wisconsin
state35221,Wisconsin
state35222,Wisconsin
state35223,Wisconsin
state35224,Wisconsin
state35225,Wisconsin
state35226,Wisconsin
state35227,Wisconsin
state35228,Wisconsin
state35229,Wisconsin
state35230,Wisconsin
state35231,Wisconsin
state35232,Wisconsin
state35233,Wisconsin
state35234,Wisconsin
state35235,Wisconsin
state35236,Wisconsin
state35237,Wisconsin
state35238,Wisconsin
state35239,Wisconsin
state35240,Wisconsin
state35241,Wisconsin
state35242,Wisconsin
state35243,Wisconsin
state35244,Wisconsin
state35245,Wisconsin
state35246,Wisconsin
state35247,Wisconsin
state35248,Wisconsin
state35249,Wisconsin
state35250,Wisconsin
state35251,Wisconsin
state35252,Wisconsin
state35253,Wisconsin
state35254,Wisconsin
state35255,Wisconsin
state35256,Wisconsin
state35257,Wisconsin
state35258,Wisconsin
state35259,Wisconsin
state35260,Wisconsin
state35261,Wyoming
state35262,Wyoming
state35263,Wyoming
state35264,Wyoming
state35265,Wyoming
state35266,Wyoming
state35267,Wyoming
state35268,Wyoming
state35269,Wyoming
state35270,Wyoming
state35271,Wyoming
state35272,Wyoming
state35273,Wyoming
state35274,Wyoming
state35275,Wyoming
state35276,Wyoming
state35277,Wyoming
state35278,Wyoming
state35279,Wyoming
state35280,Wyoming
state35281,Wyoming
state35282,Wyoming
state35283,Wyoming
state35284,Wyoming
state35285,Wyoming
state35286,Wyoming
state35287,Wyoming
state35288,Wyoming
state35289,Wyoming
state35290,Wyoming
state35291,Wyoming
state35292,Wyoming
state35293,Wyoming
state35294,Wyoming
state35295,Wyoming
state35296,Wyoming
state35297,Wyoming
state35298,Wyoming
state35299,Wyoming
state35300,Wyoming
state35301,Wyoming
state35302,Wyoming
state35303,Wyoming
state35304,Wyoming
state35305,Wyoming
state35306,Wyoming
state35307,Wyoming
state35308,Wyoming
state35309,Wyoming
state35310,Wyoming
state35311,Wyoming
state35312,Wyoming
state35313,Wyoming
state35314,Wyoming
state35315,Wyoming
state35316,Wyoming
state35317,Wyoming
state35318,Wyoming
state35319,Wyoming
state35320,Wyoming
state35321,Wyoming
state35322,Wyoming
state35323,Wyoming
state35324,Wyoming
state35325,Wyoming
state35326,Wyoming
state35327,Wyoming
state35328,Wyoming
state35329,Wyoming
state35330,Wyoming
state35331,Wyoming
state35332,Wyoming
state35333,Wyoming
state35334,Wyoming
state35335,Wyoming
state35336,Wyoming
state35337,Wyoming
state35338,Wyoming
state35339,Wyoming
state35340,Wyoming
state35341,Wyoming
state35342,Wyoming
state35343,Wyoming
state35344,Wyoming
state35345,Wyoming
state35346,Wyoming
state35347,Wyoming
state35348,Wyoming
state35349,Wyoming
state35350,Wyoming
state35351,Wyoming
state35352,Wyoming
state35353,Wyoming
state35354,Wyoming
state35355,Wyoming
state35356,Wyoming
state35357,Wyoming
state35358,Wyoming
state35359,Wyoming
state35360,Wyoming
state35361,Wyoming
state35362,Wyoming
state35363,Wyoming
state35364,Wyoming
state35365,Wyoming
state35366,Wyoming
state35367,Wyoming
state35368,Wyoming
state35369,Wyoming
state35370,Wyoming
state35371,Wyoming
state35372,Wyoming
state35373,Wyoming
state35374,Wyoming
state35375,Wyoming
state35376,Wyoming
state35377,Wyoming
state35378,Wyoming
state35379,Wyoming
state35380,Wyoming
state35381,Wyoming
state35382,Wyoming
state35383,Wyoming
state35384,Wyoming
state35385,Wyoming
state35386,Wyoming
state35387,Wyoming
state35388,Wyoming
state35389,Wyoming
state35390,Wyoming
state35391,Wyoming
state35392,Wyoming
state35393,Wyoming
state35394,Wyoming
state35395,Wyoming
state35396,Wyoming
state35397,Wyoming
state35398,Wyoming
state35399,Wyoming
state35400,Wyoming
state35401,Wyoming
state35402,Wyoming
state35403,Wyoming
state35404,Wyoming
state35405,Wyoming
state35406,Wyoming
state35407,Wyoming
state35408,Wyoming
state35409,Wyoming
state35410,Wyoming
state35411,Wyoming
state35412,Wyoming
state35413,Wyoming
state35414,Wyoming
state35415,Wyoming
state35416,Wyoming
state35417,Wyoming
state35418,Wyoming
state35419,Wyoming
state35420,Wyoming
state35421,Wyoming
state35422,Wyoming
state35423,Wyoming
state35424,Wyoming
state35425,Wyoming
state35426,Wyoming
state35427,Wyoming
state35428,Wyoming
state35429,Wyoming
state35430,Wyoming
state35431,Wyoming
state35432,Wyoming
state35433,Wyoming
state35434,Wyoming
state35435,Wyoming
state35436,Wyoming
state35437,Wyoming
state35438,Wyoming
state35439,Wyoming
state35440,Wyoming
state35441,Wyoming
state35442,Wyoming
state35443,Wyoming
state35444,Wyoming
state35445,Wyoming
state35446,Wyoming
state35447,Wyoming
state35448,Wyoming
state35449,Wyoming
state35450,Wyoming
state35451,Wyoming
state35452,Wyoming
state35453,Wyoming
state35454,Wyoming
state35455,Wyoming
state35456,Wyoming
state35457,Wyoming
state35458,Wyoming
state35459,Wyoming
state35460,Wyoming
state35461,Wyoming
state35462,Wyoming
state35463,Wyoming
state35464,Wyoming
state35465,Wyoming
state35466,Wyoming
state35467,Wyoming
state35468,Wyoming
state35469,Wyoming
state35470,Wyoming
state35471,Wyoming
state35472,Wyoming
state35473,Wyoming
state35474,Wyoming
state35475,Wyoming
state35476,Wyoming
state35477,Wyoming
state35478,Wyoming
state35479,Wyoming
state35480,Wyoming
state35481,Wyoming
state35482,Wyoming
state35483,Wyoming
state35484,Wyoming
state35485,Wyoming
state35486,Wyoming
state35487,Wyoming
state35488,Wyoming
state35489,Wyoming
state35490,Wyoming
state35491,Wyoming
state35492,Wyoming
state35493,Wyoming
state35494,Wyoming
state35495,Wyoming
state35496,Wyoming
state35497,Wyoming
state35498,Wyoming
state35499,Wyoming
state35500,Wyoming
state35501,Wyoming
state35502,Wyoming
state35503,Wyoming
state35504,Wyoming
state35505,Wyoming
state35506,Wyoming
state35507,Wyoming
state35508,Wyoming
state35509,Wyoming
state35510,Wyoming
state35511,Wyoming
state35512,Wyoming
state35513,Wyoming
state35514,Wyoming
state35515,Wyoming
state35516,Wyoming
state35517,Wyoming
state35518,Wyoming
state35519,Wyoming
state35520,Wyoming
state35521,Wyoming
state35522,Wyoming
state35523,Wyoming
state35524,Wyoming
state35525,Wyoming
state35526,Wyoming
state35527,Wyoming
state35528,Wyoming
state35529,Wyoming
state35530,Wyoming
state35531,Wyoming
state35532,Wyoming
state35533,Wyoming
state35534,Wyoming
state35535,Wyoming
state35536,Wyoming
state35537,Wyoming
state35538,Wyoming
state35539,Wyoming
state35540,Wyoming
state35541,Wyoming
state35542,Wyoming
state35543,Wyoming
state35544,Wyoming
state35545,Wyoming
state35546,Wyoming
state35547,Wyoming
state35548,Wyoming
sector1,Total for all sectors
sector2,Total for all sectors
sector3,Total for all sectors
sector4,Retail trade
sector5,"Professional, scientific, and technical services"
sector6,Educational services
sector7,Health care and social assistance
sector8,Health care and social assistance
sector9,Accommodation and food services
sector10,Total for all sectors
sector11,Total for all sectors
sector12,Total for all sectors
sector13,"Agriculture, forestry, fishing and hunting(606)"
sector14,Construction
sector15,Manufacturing
sector16,Manufacturing
sector17,Wholesale trade
sector18,Wholesale trade
sector19,Retail trade
sector20,Retail trade
sector21,Retail trade
sector22,Transportation and warehousing(607)
sector23,Transportation and warehousing(607)
sector24,Information
sector25,Finance and insurance(608)
sector26,Real estate and rental and leasing
sector27,Real estate and rental and leasing
sector28,Real estate and rental and leasing
sector29,"Professional, scientific, and technical services"
sector30,"Professional, scientific, and technical services"
sector31,Administrative and support and waste management and remediation services
sector32,Administrative and support and waste management and remediation services
sector33,Educational services
sector34,Health care and social assistance
sector35,Health care and social assistance
sector36,Health care and social assistance
sector37,Accommodation and food services
sector38,Accommodation and food services
sector39,Accommodation and food services
sector40,Other services (except public administration)(609)
sector41,Other services (except public administration)(609)
sector42,Total for all sectors
sector43,Total for all sectors
sector44,"Agriculture, forestry, fishing and hunting(606)"
sector45,Retail trade
sector46,Transportation and warehousing(607)
sector47,Transportation and warehousing(607)
sector48,Administrative and support and waste management and remediation services
sector49,Accommodation and food services
sector50,Total for all sectors
sector51,Total for all sectors
sector52,Construction
sector53,Retail trade
sector54,Administrative and support and waste management and remediation services
sector55,Total for all sectors
sector56,Total for all sectors
sector57,Wholesale trade
sector58,Retail trade
sector59,Health care and social assistance
sector60,Accommodation and food services
sector61,Total for all sectors
sector62,Total for all sectors
sector63,Total for all sectors
sector64,Total for all sectors
sector65,Construction
sector66,Retail trade
sector67,Transportation and warehousing(607)
sector68,Finance and insurance(608)
sector69,Administrative and support and waste management and remediation services
sector70,Health care and social assistance
sector71,Other services (except public administration)(609)
sector72,Total for all sectors
sector73,Total for all sectors
sector74,Total for all sectors
sector75,"Agriculture, forestry, fishing and hunting(606)"
sector76,Manufacturing
sector77,Manufacturing
sector78,Retail trade
sector79,Retail trade
sector80,Transportation and warehousing(607)
sector81,Information
sector82,"Professional, scientific, and technical services"
sector83,"Professional, scientific, and technical services"
sector84,Administrative and support and waste management and remediation services
sector85,Administrative and support and waste management and remediation services
sector86,Educational services
sector87,Educational services
sector88,Health care and social assistance
sector89,Health care and social assistance
sector90,Total for all sectors
sector91,Retail trade
sector92,Administrative and support and waste management and remediation services
sector93,Educational services
sector94,Health care and social assistance
sector95,Health care and social assistance
sector96,Accommodation and food services
sector97,Other services (except public administration)(609)
sector98,Total for all sectors
sector99,Total for all sectors
sector100,Total for all sectors
sector101,Retail trade
sector102,Transportation and warehousing(607)
sector103,Finance and insurance(608)
sector104,Administrative and support and waste management and remediation services
sector105,Other services (except public administration)(609)
sector106,Total for all sectors
sector107,Total for all sectors
sector108,Total for all sectors
sector109,Construction
sector110,Manufacturing
sector111,Retail trade
sector112,Retail trade
sector113,Retail trade
sector114,Transportation and warehousing(607)
sector115,Finance and insurance(608)
sector116,Health care and social assistance
sector117,Accommodation and food services
sector118,Other services (except public administration)(609)
sector119,Total for all sectors
sector120,Total for all sectors
sector121,Administrative and support and waste management and remediation services
sector122,Health care and social assistance
sector123,Total for all sectors
sector124,Total for all sectors
sector125,Total for all sectors
sector126,"Agriculture, forestry, fishing and hunting(606)"
sector127,Manufacturing
sector128,Wholesale trade
sector129,Retail trade
sector130,Retail trade
sector131,Transportation and warehousing(607)
sector132,Finance and insurance(608)
sector133,"Professional, scientific, and technical services"
sector134,Health care and social assistance
sector135,Total for all sectors
sector136,Total for all sectors
sector137,Retail trade
sector138,Total for all sectors
sector139,Construction
sector140,Manufacturing
sector141,Retail trade
sector142,Administrative and support and waste management and remediation services
sector143,Total for all sectors
sector144,Total for all sectors
sector145,Total for all sectors
sector146,Construction
sector147,Manufacturing
sector148,Retail trade
sector149,"Professional, scientific, and technical services"
sector150,Administrative and support and waste management and remediation services
sector151,Administrative and support and waste management and remediation services
sector152,"Arts, entertainment, and recreation"
sector153,Accommodation and food services
sector154,Other services (except public administration)(609)
sector155,Total for all sectors
sector156,Total for all sectors
sector157,Total for all sectors
sector158,Construction
sector159,Manufacturing
sector160,Wholesale trade
sector161,Wholesale trade
sector162,Retail trade
sector163,Retail trade
sector164,Transportation and warehousing(607)
sector165,Finance and insurance(608)
sector166,Real estate and rental and leasing
sector167,Administrative and support and waste management and remediation services
sector168,Health care and social assistance
sector169,Health care and social assistance
sector170,"Arts, entertainment, and recreation"
sector171,Accommodation and food services
sector172,Total for all sectors
sector173,Total for all sectors
sector174,Retail trade
sector175,"Professional, scientific, and technical services"
sector176,Other services (except public administration)(609)
sector177,Total for all sectors
sector178,"Agriculture, forestry, fishing and hunting(606)"
sector179,Total for all sectors
sector180,Total for all sectors
sector181,Wholesale trade
sector182,Retail trade
sector183,Retail trade
sector184,Transportation and warehousing(607)
sector185,Finance and insurance(608)
sector186,Real estate and rental and leasing
sector187,"Professional, scientific, and technical services"
sector188,Health care and social assistance
sector189,Accommodation and food services
sector190,Total for all sectors
sector191,Total for all sectors
sector192,Retail trade
sector193,Other services (except public administration)(609)
sector194,Total for all sectors
sector195,Total for all sectors
sector196,Total for all sectors
sector197,Construction
sector198,Manufacturing
sector199,Wholesale trade
sector200,Wholesale trade
sector201,Retail trade
sector202,Retail trade
sector203,Transportation and warehousing(607)
sector204,Transportation and warehousing(607)
sector205,Real estate and rental and leasing
sector206,Administrative and support and waste management and remediation services
sector207,Health care and social assistance
sector208,"Arts, entertainment, and recreation"
sector209,"Arts, entertainment, and recreation"
sector210,Accommodation and food services
sector211,Other services (except public administration)(609)
sector212,Total for all sectors
sector213,Total for all sectors
sector214,Construction
sector215,Manufacturing
sector216,Wholesale trade
sector217,Retail trade
sector218,Transportation and warehousing(607)
sector219,Finance and insurance(608)
sector220,Real estate and rental and leasing
sector221,"Professional, scientific, and technical services"
sector222,"Professional, scientific, and technical services"
sector223,Health care and social assistance
sector224,Accommodation and food services
sector225,Other services (except public administration)(609)
sector226,Total for all sectors
sector227,Total for all sectors
sector228,Total for all sectors
sector229,"Agriculture, forestry, fishing and hunting(606)"
sector230,Construction
sector231,Manufacturing
sector232,Wholesale trade
sector233,Retail trade
sector234,Finance and insurance(608)
sector235,Real estate and rental and leasing
sector236,Health care and social assistance
sector237,Accommodation and food services
sector238,Accommodation and food services
sector239,Other services (except public administration)(609)
sector240,Other services (except public administration)(609)
sector241,Total for all sectors
sector242,Total for all sectors
sector243,Total for all sectors
sector244,Construction
sector245,Construction
sector246,Manufacturing
sector247,Retail trade
sector248,Retail trade
sector249,Retail trade
sector250,Finance and insurance(608)
sector251,"Professional, scientific, and technical services"
sector252,Administrative and support and waste management and remediation services
sector253,Educational services
sector254,Health care and social assistance
sector255,"Arts, entertainment, and recreation"
sector256,Accommodation and food services
sector257,Total for all sectors
sector258,Total for all sectors
sector259,Manufacturing
sector260,Retail trade
sector261,Real estate and rental and leasing
sector262,"Professional, scientific, and technical services"
sector263,Health care and social assistance
sector264,Accommodation and food services
sector265,Total for all sectors
sector266,Total for all sectors
sector267,Total for all sectors
sector268,"Agriculture, forestry, fishing and hunting(606)"
sector269,Manufacturing
sector270,Retail trade
sector271,Retail trade
sector272,Transportation and warehousing(607)
sector273,"Arts, entertainment, and recreation"
sector274,Other services (except public administration)(609)
sector275,Total for all sectors
sector276,Total for all sectors
sector277,Total for all sectors
sector278,Construction
sector279,Construction
sector280,Manufacturing
sector281,Manufacturing
sector282,Wholesale trade
sector283,Retail trade
sector284,Retail trade
sector285,Retail trade
sector286,Transportation and warehousing(607)
sector287,Finance and insurance(608)
sector288,Real estate and rental and leasing
sector289,Real estate and rental and leasing
sector290,Administrative and support and waste management and remediation services
sector291,Educational services
sector292,Health care and social assistance
sector293,"Arts, entertainment, and recreation"
sector294,Accommodation and food services
sector295,Other services (except public administration)(609)
sector296,Total for all sectors
sector297,Total for all sectors
sector298,Construction
sector299,Administrative and support and waste management and remediation services
sector300,Other services (except public administration)(609)
sector301,Total for all sectors
sector302,Total for all sectors
sector303,Total for all sectors
sector304,Manufacturing
sector305,Retail trade
sector306,Retail trade
sector307,"Professional, scientific, and technical services"
sector308,Administrative and support and waste management and remediation services
sector309,Health care and social assistance
sector310,Total for all sectors
sector311,Total for all sectors
sector312,Construction
sector313,Retail trade
sector314,Retail trade
sector315,Transportation and warehousing(607)
sector316,Administrative and support and waste management and remediation services
sector317,Other services (except public administration)(609)
sector318,Total for all sectors
sector319,Total for all sectors
sector320,Retail trade
sector321,Retail trade
sector322,Other services (except public administration)(609)
sector323,Other services (except public administration)(609)
sector324,Total for all sectors
sector325,Total for all sectors
sector326,Construction
sector327,Administrative and support and waste management and remediation services
sector328,Health care and social assistance
sector329,Other services (except public administration)(609)
sector330,Other services (except public administration)(609)
sector331,Total for all sectors
sector332,Total for all sectors
sector333,Total for all sectors
sector334,Retail trade
sector335,Administrative and support and waste management and remediation services
sector336,Administrative and support and waste management and remediation services
sector337,Health care and social assistance
sector338,Other services (except public administration)(609)
sector339,Total for all sectors
sector340,Total for all sectors
sector341,Total for all sectors
sector342,Construction
sector343,Manufacturing
sector344,Wholesale trade
sector345,Retail trade
sector346,Retail trade
sector347,Retail trade
sector348,Transportation and warehousing(607)
sector349,Transportation and warehousing(607)
sector350,Information
sector351,Finance and insurance(608)
sector352,Finance and insurance(608)
sector353,Real estate and rental and leasing
sector354,"Professional, scientific, and technical services"
sector355,Administrative and support and waste management and remediation services
sector356,Administrative and support and waste management and remediation services
sector357,Health care and social assistance
sector358,"Arts, entertainment, and recreation"
sector359,Accommodation and food services
sector360,Accommodation and food services
sector361,Other services (except public administration)(609)
sector362,Total for all sectors
sector363,Total for all sectors
sector364,Construction
sector365,Manufacturing
sector366,Retail trade
sector367,Retail trade
sector368,Transportation and warehousing(607)
sector369,"Professional, scientific, and technical services"
sector370,Administrative and support and waste management and remediation services
sector371,Health care and social assistance
sector372,Accommodation and food services
sector373,Other services (except public administration)(609)
sector374,Total for all sectors
sector375,Total for all sectors
sector376,Total for all sectors
sector377,"Agriculture, forestry, fishing and hunting(606)"
sector378,"Mining, quarrying, and oil and gas extraction"
sector379,Construction
sector380,Manufacturing
sector381,Manufacturing
sector382,Manufacturing
sector383,Wholesale trade
sector384,Wholesale trade
sector385,Wholesale trade
sector386,Retail trade
sector387,Retail trade
sector388,Retail trade
sector389,Transportation and warehousing(607)
sector390,Transportation and warehousing(607)
sector391,Transportation and warehousing(607)
sector392,Information
sector393,Information
sector394,Information
sector395,Finance and insurance(608)
sector396,Finance and insurance(608)
sector397,Real estate and rental and leasing
sector398,Real estate and rental and leasing
sector399,Real estate and rental and leasing
sector400,"Professional, scientific, and technical services"
sector401,"Professional, scientific, and technical services"
sector402,"Professional, scientific, and technical services"
sector403,Management of companies and enterprises
sector404,Administrative and support and waste management and remediation services
sector405,Administrative and support and waste management and remediation services
sector406,Educational services
sector407,Educational services
sector408,Educational services
sector409,Health care and social assistance
sector410,Health care and social assistance
sector411,"Arts, entertainment, and recreation"
sector412,"Arts, entertainment, and recreation"
sector413,Accommodation and food services
sector414,Accommodation and food services
sector415,Accommodation and food services
sector416,Other services (except public administration)(609)
sector417,Other services (except public administration)(609)
sector418,Other services (except public administration)(609)
sector419,Total for all sectors
sector420,Total for all sectors
sector421,Wholesale trade
sector422,Retail trade
sector423,Transportation and warehousing(607)
sector424,Administrative and support and waste management and remediation services
sector425,Health care and social assistance
sector426,Other services (except public administration)(609)
sector427,Total for all sectors
sector428,Total for all sectors
sector429,Total for all sectors
sector430,"Agriculture, forestry, fishing and hunting(606)"
sector431,Construction
sector432,Manufacturing
sector433,Wholesale trade
sector434,Retail trade
sector435,Retail trade
sector436,Finance and insurance(608)
sector437,Real estate and rental and leasing
sector438,Real estate and rental and leasing
sector439,"Professional, scientific, and technical services"
sector440,"Professional, scientific, and technical services"
sector441,Administrative and support and waste management and remediation services
sector442,"Arts, entertainment, and recreation"
sector443,Accommodation and food services
sector444,Other services (except public administration)(609)
sector445,Total for all sectors
sector446,Total for all sectors
sector447,"Agriculture, forestry, fishing and hunting(606)"
sector448,Retail trade
sector449,Retail trade
sector450,Administrative and support and waste management and remediation services
sector451,Other services (except public administration)(609)
sector452,Total for all sectors
sector453,Total for all sectors
sector454,Total for all sectors
sector455,Construction
sector456,Manufacturing
sector457,Wholesale trade
sector458,Retail trade
sector459,Retail trade
sector460,Retail trade
sector461,Transportation and warehousing(607)
sector462,Transportation and warehousing(607)
sector463,Information
sector464,Finance and insurance(608)
sector465,Finance and insurance(608)
sector466,Real estate and rental and leasing
sector467,Real estate and rental and leasing
sector468,"Professional, scientific, and technical services"
sector469,"Professional, scientific, and technical services"
sector470,Administrative and support and waste management and remediation services
sector471,Administrative and support and waste management and remediation services
sector472,Administrative and support and waste management and remediation services
sector473,Health care and social assistance
sector474,Health care and social assistance
sector475,"Arts, entertainment, and recreation"
sector476,Accommodation and food services
sector477,Other services (except public administration)(609)
sector478,Total for all sectors
sector479,Construction
sector480,Wholesale trade
sector481,Retail trade
sector482,Transportation and warehousing(607)
sector483,"Professional, scientific, and technical services"
sector484,"Arts, entertainment, and recreation"
sector485,"Arts, entertainment, and recreation"
sector486,Accommodation and food services
sector487,Accommodation and food services
sector488,Other services (except public administration)(609)
sector489,Total for all sectors
sector490,Total for all sectors
sector491,Administrative and support and waste management and remediation services
sector492,Health care and social assistance
sector493,Total for all sectors
sector494,Total for all sectors
sector495,Construction
sector496,Transportation and warehousing(607)
sector497,Administrative and support and waste management and remediation services
sector498,Administrative and support and waste management and remediation services
sector499,Educational services
sector500,Educational services
sector501,Total for all sectors
sector502,Total for all sectors
sector503,Total for all sectors
sector504,Construction
sector505,Construction
sector506,Construction
sector507,Manufacturing
sector508,Manufacturing
sector509,Wholesale trade
sector510,Wholesale trade
sector511,Retail trade
sector512,Retail trade
sector513,Retail trade
sector514,Transportation and warehousing(607)
sector515,Transportation and warehousing(607)
sector516,Information
sector517,Finance and insurance(608)
sector518,Finance and insurance(608)
sector519,Real estate and rental and leasing
sector520,Real estate and rental and leasing
sector521,"Professional, scientific, and technical services"
sector522,"Professional, scientific, and technical services"
sector523,Administrative and support and waste management and remediation services
sector524,Administrative and support and waste management and remediation services
sector525,Administrative and support and waste management and remediation services
sector526,Educational services
sector527,Educational services
sector528,Health care and social assistance
sector529,Health care and social assistance
sector530,Health care and social assistance
sector531,"Arts, entertainment, and recreation"
sector532,Accommodation and food services
sector533,Accommodation and food services
sector534,Accommodation and food services
sector535,Other services (except public administration)(609)
sector536,Other services (except public administration)(609)
sector537,Other services (except public administration)(609)
sector538,Total for all sectors
sector539,Total for all sectors
sector540,"Agriculture, forestry, fishing and hunting(606)"
sector541,Retail trade
sector542,Retail trade
sector543,Transportation and warehousing(607)
sector544,Administrative and support and waste management and remediation services
sector545,Total for all sectors
sector546,Total for all sectors
sector547,"Agriculture, forestry, fishing and hunting(606)"
sector548,Construction
sector549,Manufacturing
sector550,Retail trade
sector551,Finance and insurance(608)
sector552,Administrative and support and waste management and remediation services
sector553,Accommodation and food services
sector554,Total for all sectors
sector555,Total for all sectors
sector556,"Agriculture, forestry, fishing and hunting(606)"
sector557,Construction
sector558,Construction
sector559,Manufacturing
sector560,Wholesale trade
sector561,Retail trade
sector562,Transportation and warehousing(607)
sector563,Finance and insurance(608)
sector564,"Professional, scientific, and technical services"
sector565,Administrative and support and waste management and remediation services
sector566,Administrative and support and waste management and remediation services
sector567,Accommodation and food services
sector568,Accommodation and food services
sector569,Total for all sectors
sector570,Total for all sectors
sector571,Total for all sectors
sector572,"Agriculture, forestry, fishing and hunting(606)"
sector573,"Agriculture, forestry, fishing and hunting(606)"
sector574,"Mining, quarrying, and oil and gas extraction"
sector575,Manufacturing
sector576,Manufacturing
sector577,Wholesale trade
sector578,Wholesale trade
sector579,Wholesale trade
sector580,Retail trade
sector581,Retail trade
sector582,Retail trade
sector583,Transportation and warehousing(607)
sector584,Transportation and warehousing(607)
sector585,Information
sector586,Finance and insurance(608)
sector587,Finance and insurance(608)
sector588,Real estate and rental and leasing
sector589,Real estate and rental and leasing
sector590,"Professional, scientific, and technical services"
sector591,"Professional, scientific, and technical services"
sector592,"Professional, scientific, and technical services"
sector593,Management of companies and enterprises
sector594,Administrative and support and waste management and remediation services
sector595,Administrative and support and waste management and remediation services
sector596,Administrative and support and waste management and remediation services
sector597,Educational services
sector598,Educational services
sector599,Health care and social assistance
sector600,Health care and social assistance
sector601,Health care and social assistance
sector602,"Arts, entertainment, and recreation"
sector603,Accommodation and food services
sector604,Accommodation and food services
sector605,Accommodation and food services
sector606,Other services (except public administration)(609)
sector607,Other services (except public administration)(609)
sector608,Other services (except public administration)(609)
sector609,Total for all sectors
sector610,Total for all sectors
sector611,Retail trade
sector612,Transportation and warehousing(607)
sector613,"Professional, scientific, and technical services"
sector614,Health care and social assistance
sector615,Accommodation and food services
sector616,Other services (except public administration)(609)
sector617,Other services (except public administration)(609)
sector618,Total for all sectors
sector619,Total for all sectors
sector620,Total for all sectors
sector621,Construction
sector622,Construction
sector623,Manufacturing
sector624,Manufacturing
sector625,Wholesale trade
sector626,Wholesale trade
sector627,Retail trade
sector628,Retail trade
sector629,Retail trade
sector630,Transportation and warehousing(607)
sector631,Information
sector632,Finance and insurance(608)
sector633,Finance and insurance(608)
sector634,Real estate and rental and leasing
sector635,Real estate and rental and leasing
sector636,"Professional, scientific, and technical services"
sector637,"Professional, scientific, and technical services"
sector638,"Professional, scientific, and technical services"
sector639,Administrative and support and waste management and remediation services
sector640,Administrative and support and waste management and remediation services
sector641,Administrative and support and waste management and remediation services
sector642,Educational services
sector643,Educational services
sector644,Health care and social assistance
sector645,Health care and social assistance
sector646,Health care and social assistance
sector647,"Arts, entertainment, and recreation"
sector648,"Arts, entertainment, and recreation"
sector649,Accommodation and food services
sector650,Accommodation and food services
sector651,Accommodation and food services
sector652,Other services (except public administration)(609)
sector653,Other services (except public administration)(609)
sector654,Total for all sectors
sector655,Total for all sectors
sector656,Total for all sectors
sector657,Construction
sector658,Construction
sector659,Manufacturing
sector660,Wholesale trade
sector661,Wholesale trade
sector662,Retail trade
sector663,Retail trade
sector664,Transportation and warehousing(607)
sector665,Transportation and warehousing(607)
sector666,Information
sector667,Real estate and rental and leasing
sector668,Real estate and rental and leasing
sector669,"Professional, scientific, and technical services"
sector670,Administrative and support and waste management and remediation services
sector671,Health care and social assistance
sector672,Health care and social assistance
sector673,"Arts, entertainment, and recreation"
sector674,Accommodation and food services
sector675,Accommodation and food services
sector676,Total for all sectors
sector677,Total for all sectors
sector678,Total for all sectors
sector679,Transportation and warehousing(607)
sector680,"Professional, scientific, and technical services"
sector681,Administrative and support and waste management and remediation services
sector682,Other services (except public administration)(609)
sector683,Total for all sectors
sector684,Construction
sector685,Manufacturing
sector686,Retail trade
sector687,Information
sector688,Administrative and support and waste management and remediation services
sector689,Administrative and support and waste management and remediation services
sector690,Total for all sectors
sector691,Total for all sectors
sector692,Construction
sector693,Wholesale trade
sector694,Retail trade
sector695,Transportation and warehousing(607)
sector696,"Professional, scientific, and technical services"
sector697,Health care and social assistance
sector698,"Arts, entertainment, and recreation"
sector699,Accommodation and food services
sector700,Total for all sectors
sector701,Total for all sectors
sector702,Retail trade
sector703,Health care and social assistance
sector704,Accommodation and food services
sector705,Total for all sectors
sector706,Total for all sectors
sector707,Manufacturing
sector708,Retail trade
sector709,Retail trade
sector710,Transportation and warehousing(607)
sector711,Finance and insurance(608)
sector712,Administrative and support and waste management and remediation services
sector713,Health care and social assistance
sector714,Accommodation and food services
sector715,Other services (except public administration)(609)
sector716,Total for all sectors
sector717,Total for all sectors
sector718,Manufacturing
sector719,Wholesale trade
sector720,Retail trade
sector721,Retail trade
sector722,Transportation and warehousing(607)
sector723,Information
sector724,"Professional, scientific, and technical services"
sector725,Administrative and support and waste management and remediation services
sector726,"Arts, entertainment, and recreation"
sector727,Accommodation and food services
sector728,Other services (except public administration)(609)
sector729,Total for all sectors
sector730,Total for all sectors
sector731,Total for all sectors
sector732,Construction
sector733,Construction
sector734,Manufacturing
sector735,Manufacturing
sector736,Wholesale trade
sector737,Wholesale trade
sector738,Retail trade
sector739,Retail trade
sector740,Retail trade
sector741,Transportation and warehousing(607)
sector742,Transportation and warehousing(607)
sector743,Information
sector744,Finance and insurance(608)
